PEOPLE_NEGATIVE_NEW_COUNT,PROVINCE_STATE_CODE,PEOPLE_POSITIVE_CASES_COUNT,DATA_COMPLETENESS_SCORE_NAME,REPORT_DATE,PEOPLE_IN_INTENSIVE_CARE_CURRENTLY_COUNT,PEOPLE_PENDING_CASES_COUNT,PEOPLE_RECOVERED_COUNT,REPORTED_DATE_TIME,PEOPLE_POSITIVE_NEGATIVE_TEST_RESULTS_COUNT,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,PEOPLE_INTUBATED_CUMULATIVE_COUNT,PEOPLE_TEST_RESULTS_NEW_COUNT,PEOPLE_IN_INTENSIVE_CARE_CUMULATIVE_COUNT,PEOPLE_NEGATIVE_CASES_COUNT,PROVINCE_STATE_FIPS_NUMBER,PEOPLE_HOSPITALIZED_NEW_COUNT,PEOPLE_HOSPITALIZED_CUMULATIVE_COUNT,PEOPLE_INTUBATED_CURRENTLY_COUNT,PEOPLE_HOSPITALIZED_CURRENTLY_COUNT,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
3265,NV,16339,A+,6/27/2020,117,,684,6/27/2020 12:00:00 PM,263026,COVID Tracking Project Historical,2,,4364,,246687,32,0,,66,503,1099,500
72559,NY,391923,A,6/27/2020,230,,70010,6/26/2020 11:59:00 PM,3754579,COVID Tracking Project Historical,16,,73262,,3362656,36,0,89995,167,908,703,24830
22470,OH,49455,B,6/27/2020,190,,,6/27/2020 2:00:00 PM,744839,COVID Tracking Project Historical,16,,23287,1916,695384,39,54,7624,106,561,817,2804
14587,OK,12642,A+,6/27/2020,134,,9155,6/27/2020 12:00:00 AM,325663,COVID Tracking Project Historical,7,,14886,,313021,40,47,1440,,329,299,384
10479,OR,8094,A+,6/27/2020,53,,2649,6/25/2020 3:01:00 AM,227623,COVID Tracking Project Historical,0,,10755,,219529,41,0,1022,35,149,276,202
0,PA,84370,A+,6/27/2020,,,65808,6/26/2020 12:00:00 PM,719081,COVID Tracking Project Historical,0,,0,,634711,42,0,,126,651,0,6579
0,PR,7066,C,6/27/2020,10,,,6/27/2020 6:30:00 AM,120346,COVID Tracking Project Historical,1,,144,,113280,72,0,,5,105,144,152
1198,RI,16813,A+,6/27/2020,16,,1600,6/27/2020 3:00:00 AM,151113,COVID Tracking Project Historical,0,,1234,,134300,44,0,1984,15,91,36,927
14889,SC,31939,A,6/27/2020,,,13456,6/26/2020 11:59:00 PM,351164,COVID Tracking Project Historical,17,,16493,,319225,45,0,2622,,908,1604,711
994,SD,6626,B,6/27/2020,,,5717,6/26/2020 6:00:00 PM,78100,COVID Tracking Project Historical,3,,1085,,71474,46,6,645,,73,91,91
5793,TN,40172,B,6/27/2020,,,26159,6/27/2020 3:00:00 PM,748553,COVID Tracking Project Historical,7,,6521,,708381,47,66,2564,,705,728,584
19745,TX,143371,B,6/27/2020,,,78248,6/27/2020 3:50:00 PM,1722826,COVID Tracking Project Historical,42,,25492,,1579455,48,0,,,5523,5747,2366
4656,UT,20628,A+,6/27/2020,77,,11658,6/27/2020 11:17:00 AM,322802,COVID Tracking Project Historical,1,166,5234,388,302174,49,44,1365,,287,578,167
10786,VA,61247,A+,6/27/2020,234,284,7968,6/26/2020 5:00:00 PM,617926,COVID Tracking Project Historical,24,,11463,,556679,51,65,8787,103,819,677,1724
41,VI,81,C,6/27/2020,,31,71,6/26/2020 6:49:00 PM,2827,COVID Tracking Project Historical,0,,41,,2746,78,0,,,,0,6
1132,VT,1200,B,6/27/2020,,,946,6/27/2020 12:00:00 AM,62723,COVID Tracking Project Historical,0,,1134,,61523,50,0,,,14,2,56
8145,WA,30855,B,6/27/2020,,,,6/26/2020 2:59:00 AM,514428,COVID Tracking Project Historical,4,,8633,,483573,53,88,4194,50,305,488,1304
8555,WI,30227,A+,6/27/2020,93,140,21606,6/27/2020 4:00:00 PM,545950,COVID Tracking Project Historical,11,,9114,746,515723,55,31,3382,,249,559,777
2649,WV,2761,B,6/27/2020,10,,2042,6/27/2020 10:00:00 AM,164655,COVID Tracking Project Historical,1,,2698,,161894,54,0,,4,33,49,93
0,WY,1392,B,6/27/2020,,,1054,6/27/2020 12:25:00 PM,31798,COVID Tracking Project Historical,0,,24,,30406,56,-1,111,,5,24,20
2320,AK,836,A,6/26/2020,,,519,6/26/2020 12:00:00 AM,101792,COVID Tracking Project Historical,2,,2340,,100956,02,0,,2,12,20,14
7888,AL,34183,B,6/26/2020,,,18866,6/26/2020 11:00:00 AM,378323,COVID Tracking Project Historical,11,450,8865,772,344140,01,41,2653,,658,977,907
0,AR,18062,A,6/26/2020,,,12127,6/26/2020 2:40:00 PM,277380,COVID Tracking Project Historical,0,203,0,,259318,05,55,1300,61,284,0,240
0,AS,0,C,6/26/2020,,,,6/25/2020 12:00:00 AM,696,COVID Tracking Project Historical,0,,0,,696,60,0,,,,0,0
12109,AZ,66548,A+,6/26/2020,581,,8389,6/26/2020 12:00:00 AM,479823,COVID Tracking Project Historical,45,,15627,,413275,04,108,4514,312,2110,3518,1535
72079,CA,200461,B,6/26/2020,1570,,,6/26/2020 12:00:00 AM,3771314,COVID Tracking Project Historical,79,,76969,,3570853,06,0,,,5639,4890,5812
6188,CO,31479,A,6/26/2020,,,4412,6/25/2020 12:00:00 AM,302577,COVID Tracking Project Historical,18,,6512,,271098,08,11,5386,,247,324,1475
7854,CT,46059,B,6/26/2020,,,8053,6/25/2020 8:30:00 PM,416862,COVID Tracking Project Historical,9,,7919,,370803,09,0,10268,,127,65,4307
1366,DC,10185,A+,6/26/2020,48,,1186,6/25/2020 12:00:00 AM,88123,COVID Tracking Project Historical,3,,1392,,77938,11,0,,29,147,26,546
1071,DE,11017,A,6/26/2020,,,6661,6/25/2020 6:00:00 PM,102100,COVID Tracking Project Historical,0,,1108,,91083,10,0,,,78,37,507
39299,FL,122960,A,6/26/2020,,1752,,6/25/2020 11:59:00 PM,1768885,COVID Tracking Project Historical,41,,48241,,1645925,12,213,14281,,,8942,3464
11204,GA,72995,A,6/26/2020,,,,6/26/2020 2:50:00 PM,771028,COVID Tracking Project Historical,25,,13104,2244,698033,13,148,10605,,1184,1900,2770
471,GU,248,B,6/26/2020,,,179,6/26/2020 7:30:00 AM,11892,COVID Tracking Project Historical,0,,474,,11644,66,0,,,1,3,5
1055,HI,850,D,6/26/2020,,,696,6/25/2020 6:00:00 PM,73005,COVID Tracking Project Historical,0,,1070,,72155,15,4,109,,,15,17
6100,IA,27686,A+,6/26/2020,42,,17313,6/26/2020 12:00:00 AM,283643,COVID Tracking Project Historical,9,,6589,,255957,19,0,,24,141,489,704
1611,ID,4865,A,6/26/2020,16,,3712,6/25/2020 7:00:00 PM,82370,COVID Tracking Project Historical,0,,1831,106,77505,16,3,303,,44,220,90
29568,IL,141344,A,6/26/2020,400,,,6/26/2020 12:00:00 AM,1492005,COVID Tracking Project Historical,34,,30478,,1350661,17,0,,225,1516,910,7048
9153,IN,44140,A+,6/26/2020,281,,33396,6/25/2020 11:59:00 PM,453890,COVID Tracking Project Historical,9,,9638,1458,409750,18,32,6944,94,692,485,2595
5586,KS,13538,A,6/26/2020,,,779,6/26/2020 10:00:00 AM,167859,COVID Tracking Project Historical,3,152,6154,356,154321,20,46,1128,,,568,264
7630,KY,14859,B,6/26/2020,74,,3730,6/26/2020 12:00:00 AM,350754,COVID Tracking Project Historical,7,,7872,996,335895,21,5,2589,,387,242,553
15987,LA,54769,B,6/26/2020,,,39792,6/26/2020 1:00:00 PM,678006,COVID Tracking Project Historical,26,,17341,,623237,22,0,,73,700,1354,3190
8396,MA,108070,A+,6/26/2020,156,,93157,6/26/2020 10:00:00 AM,814085,COVID Tracking Project Historical,50,,8629,,706015,25,39,11291,99,791,233,8013
7100,MD,66115,A,6/26/2020,190,,4903,6/26/2020 10:00:00 AM,506397,COVID Tracking Project Historical,13,,7438,,440282,24,42,10725,,487,338,3142
2224,ME,3102,A,6/26/2020,9,,2542,6/25/2020 11:59:00 PM,89854,COVID Tracking Project Historical,0,,2256,,86752,23,0,343,6,28,32,103
18527,MI,69329,A+,6/26/2020,193,,49290,6/26/2020 12:00:00 AM,981706,COVID Tracking Project Historical,1,,18867,,912377,26,0,,106,557,340,6134
14089,MN,34616,A,6/26/2020,157,,30008,6/25/2020 5:00:00 PM,557278,COVID Tracking Project Historical,5,,14582,1221,522662,27,23,3966,,335,493,1446
6477,MO,19914,B,6/26/2020,,,,6/26/2020 3:00:00 PM,348618,COVID Tracking Project Historical,8,,6970,,328704,29,0,,66,600,493,990
0,MP,30,D,6/26/2020,,,19,6/26/2020 12:22:00 AM,8217,COVID Tracking Project Historical,0,,0,,8187,69,0,,,,0,2
5347,MS,25066,A,6/26/2020,153,,17242,6/25/2020 7:00:00 PM,271894,COVID Tracking Project Historical,6,,5897,,246828,28,46,3044,90,769,550,1022
1803,MT,829,C,6/26/2020,,,589,6/26/2020 12:00:00 AM,80161,COVID Tracking Project Historical,1,,1829,,79332,30,2,95,,14,26,22
23812,NC,58818,A,6/26/2020,,,36921,6/26/2020 11:55:00 AM,836725,COVID Tracking Project Historical,19,,25447,,777907,37,0,,,892,1635,1303
1414,ND,3421,D,6/26/2020,,,3090,6/26/2020 12:00:00 AM,100886,COVID Tracking Project Historical,1,,1442,,97465,38,0,222,,23,28,77
1707,NE,18346,B,6/26/2020,,,12314,6/25/2020 7:55:00 PM,165002,COVID Tracking Project Historical,3,,1832,,146656,31,26,1294,,126,125,260
3129,NH,5671,B,6/26/2020,,,4381,6/26/2020 9:00:00 AM,114768,COVID Tracking Project Historical,18,,3202,161,109097,33,3,561,,32,73,365
25374,NJ,170584,A+,6/26/2020,234,,29855,6/26/2020 1:00:00 PM,1346672,COVID Tracking Project Historical,42,,25762,,1176088,34,84,19752,206,1118,388,14914
6363,NM,11192,B,6/26/2020,,,5047,6/25/2020 5:16:00 PM,314670,COVID Tracking Project Historical,5,,6565,,303478,35,18,1811,,135,202,485
2731,NV,15240,A+,6/26/2020,118,,684,6/26/2020 11:40:00 AM,258662,COVID Tracking Project Historical,3,,3112,,243422,32,0,,59,471,381,498
60918,NY,391220,A,6/26/2020,244,,70010,6/25/2020 11:59:00 PM,3681317,COVID Tracking Project Historical,14,,61723,,3290097,36,0,89995,167,951,805,24814
20935,OH,48638,B,6/26/2020,205,,,6/26/2020 2:00:00 PM,721552,COVID Tracking Project Historical,16,,21922,1904,672914,39,68,7570,116,624,987,2788
5417,OK,12343,A+,6/26/2020,126,,8817,6/26/2020 8:00:00 AM,310777,COVID Tracking Project Historical,2,,5812,,298434,40,57,1393,,308,395,377
0,OR,7818,A+,6/26/2020,53,,2649,6/25/2020 3:01:00 AM,216868,COVID Tracking Project Historical,5,,250,,209050,41,10,1022,35,149,250,202
13680,PA,84370,A+,6/26/2020,,,65808,6/26/2020 12:00:00 AM,719081,COVID Tracking Project Historical,22,,14280,,634711,42,0,,131,661,600,6579
0,PR,6922,C,6/26/2020,9,,,6/26/2020 6:30:00 AM,120202,COVID Tracking Project Historical,0,,45,,113280,72,0,,7,89,45,151
1314,RI,16777,A+,6/26/2020,16,,1600,6/26/2020 3:00:00 AM,149879,COVID Tracking Project Historical,7,,1383,,133102,44,3,1984,15,91,69,927
0,SC,30335,A,6/26/2020,,,13456,6/26/2020 4:43:00 PM,334671,COVID Tracking Project Historical,1,,1313,,304336,45,245,2622,,906,1313,694
1105,SD,6535,B,6/26/2020,,,5652,6/25/2020 6:00:00 PM,77015,COVID Tracking Project Historical,1,,1161,,70480,46,7,639,,79,56,88
13073,TN,39444,B,6/26/2020,,,25753,6/26/2020 3:00:00 PM,742032,COVID Tracking Project Historical,10,,14483,,702588,47,67,2498,,741,1410,577
32287,TX,137624,B,6/26/2020,,,76282,6/26/2020 4:50:00 PM,1697334,COVID Tracking Project Historical,28,,37994,,1559710,48,0,,,5102,5707,2324
4838,UT,20050,A+,6/26/2020,80,,11097,6/26/2020 10:23:00 AM,317568,COVID Tracking Project Historical,2,161,5514,375,297518,49,31,1321,,238,676,166
12873,VA,60570,A+,6/26/2020,219,295,7868,6/25/2020 5:00:00 PM,606463,COVID Tracking Project Historical,25,,13497,,545893,51,50,8722,99,854,624,1700
51,VI,81,C,6/26/2020,,12,67,6/25/2020 8:47:00 PM,2786,COVID Tracking Project Historical,0,,52,,2705,78,0,,,,1,6
873,VT,1198,B,6/26/2020,,,941,6/26/2020 12:00:00 AM,61589,COVID Tracking Project Historical,0,,880,,60391,50,0,,,14,7,56
9799,WA,30367,B,6/26/2020,,,,6/25/2020 2:59:00 AM,505795,COVID Tracking Project Historical,7,,10297,,475428,53,13,4106,49,272,498,1300
8607,WI,29668,A+,6/26/2020,95,142,21174,6/26/2020 4:00:00 PM,536836,COVID Tracking Project Historical,0,,9170,741,507168,55,25,3351,,262,563,766
3202,WV,2712,B,6/26/2020,10,,1907,6/26/2020 10:00:00 AM,161957,COVID Tracking Project Historical,0,,3253,,159245,54,0,,4,33,51,92
1537,WY,1368,B,6/26/2020,,,1033,6/26/2020 6:15:00 PM,31774,COVID Tracking Project Historical,0,,1579,,30406,56,1,112,,5,42,20
3332,AK,816,A,6/25/2020,,,513,6/25/2020 12:00:00 AM,99452,COVID Tracking Project Historical,0,,3356,,98636,02,0,,2,14,24,12
9557,AL,33206,B,6/25/2020,,,18866,6/25/2020 11:00:00 AM,369458,COVID Tracking Project Historical,5,447,10699,761,336252,01,45,2612,,693,1142,896
4827,AR,18062,A,6/25/2020,,,12127,6/25/2020 3:20:00 PM,277380,COVID Tracking Project Historical,0,194,5514,,259318,05,31,1245,61,284,687,240
522,AS,0,C,6/25/2020,,,,6/25/2020 12:00:00 AM,696,COVID Tracking Project Historical,0,,522,,696,60,0,,,,0,0
11952,AZ,63030,A+,6/25/2020,611,,8139,6/25/2020 12:00:00 AM,464196,COVID Tracking Project Historical,27,,15008,,401166,04,93,4406,415,2453,3056,1490
96097,CA,195571,B,6/25/2020,1523,,,6/25/2020 12:00:00 AM,3694345,COVID Tracking Project Historical,101,,101446,,3498774,06,0,,,5522,5349,5733
4969,CO,31155,A,6/25/2020,,,4392,6/24/2020 12:00:00 AM,296065,COVID Tracking Project Historical,2,,5231,,264910,08,9,5375,,247,262,1457
6512,CT,45994,B,6/25/2020,,,8053,6/24/2020 8:30:00 PM,408943,COVID Tracking Project Historical,11,,6593,,362949,09,169,10268,,122,81,4298
2527,DC,10159,A+,6/25/2020,53,,1182,6/24/2020 12:00:00 AM,86731,COVID Tracking Project Historical,2,,2558,,76572,11,0,,34,157,31,543
2700,DE,10980,A,6/25/2020,,,6646,6/24/2020 6:00:00 PM,100992,COVID Tracking Project Historical,2,,2791,,90012,10,0,,,93,91,507
47298,FL,114018,A,6/25/2020,,1675,,6/24/2020 11:59:00 PM,1720644,COVID Tracking Project Historical,46,,52302,,1606626,12,203,14068,,,5004,3423
12976,GA,71095,A,6/25/2020,,,,6/25/2020 2:50:00 PM,757924,COVID Tracking Project Historical,47,,14690,2222,686829,13,144,10457,,1135,1714,2745
366,GU,245,A,6/25/2020,0,,174,6/25/2020 7:15:00 AM,11418,COVID Tracking Project Historical,0,,380,,11173,66,0,,0,0,14,5
1380,HI,835,D,6/25/2020,,,686,6/24/2020 6:00:00 PM,71935,COVID Tracking Project Historical,0,,1396,,71100,15,1,105,,,16,17
6603,IA,27197,A+,6/25/2020,42,,17017,6/25/2020 12:00:00 AM,277054,COVID Tracking Project Historical,3,,7095,,249857,19,0,,26,137,492,695
2461,ID,4645,A,6/25/2020,10,,3610,6/25/2020 12:00:00 AM,80539,COVID Tracking Project Historical,1,,2704,106,75894,16,2,300,,41,243,90
30792,IL,140434,A,6/25/2020,399,,,6/25/2020 12:00:00 AM,1461527,COVID Tracking Project Historical,40,,31686,,1321093,17,0,,216,1626,894,7014
11854,IN,43655,A+,6/25/2020,276,,33036,6/24/2020 11:59:00 PM,444252,COVID Tracking Project Historical,8,,12369,1452,400597,18,29,6912,91,723,515,2586
0,KS,12970,A,6/25/2020,,,747,6/24/2020 10:00:00 AM,161705,COVID Tracking Project Historical,0,150,0,348,148735,20,0,1082,,,0,261
6926,KY,14617,B,6/25/2020,79,,3719,6/25/2020 12:00:00 AM,342882,COVID Tracking Project Historical,8,,7180,994,328265,21,10,2584,,377,254,546
11222,LA,53415,B,6/25/2020,,,39792,6/25/2020 1:00:00 PM,660665,COVID Tracking Project Historical,12,,12160,,607250,22,0,,77,653,938,3164
10158,MA,107837,A+,6/25/2020,174,,93157,6/25/2020 10:00:00 AM,805456,COVID Tracking Project Historical,25,,10384,,697619,25,33,11252,101,822,226,7963
8062,MD,65777,A,6/25/2020,209,,4874,6/25/2020 10:00:00 AM,498959,COVID Tracking Project Historical,21,,8502,,433182,24,35,10683,,511,440,3129
2355,ME,3070,A,6/25/2020,10,,2512,6/24/2020 11:59:00 PM,87598,COVID Tracking Project Historical,0,,2408,,84528,23,4,343,7,25,53,103
17600,MI,68989,A+,6/25/2020,193,,49290,6/25/2020 12:00:00 AM,962839,COVID Tracking Project Historical,19,,18034,,893850,26,0,,115,557,434,6133
12693,MN,34123,A,6/25/2020,162,,29854,6/24/2020 5:00:00 PM,542696,COVID Tracking Project Historical,9,,13053,1218,508573,27,46,3943,,336,360,1441
14071,MO,19421,B,6/25/2020,,,,6/25/2020 3:00:00 PM,341648,COVID Tracking Project Historical,7,,14624,,322227,29,0,,66,546,553,982
0,MP,30,D,6/25/2020,,,19,6/25/2020 3:22:00 AM,8217,COVID Tracking Project Historical,0,,0,,8187,69,0,,,,0,2
3244,MS,24516,A,6/25/2020,157,,17242,6/24/2020 7:00:00 PM,265997,COVID Tracking Project Historical,5,,4336,,241481,28,52,2998,94,755,1092,1016
3229,MT,803,C,6/25/2020,,,572,6/25/2020 12:00:00 AM,78332,COVID Tracking Project Historical,0,,3266,,77529,30,0,93,,15,37,21
18984,NC,57183,A,6/25/2020,,,36921,6/25/2020 12:00:00 PM,811278,COVID Tracking Project Historical,18,,19993,,754095,37,0,,,891,1009,1284
724,ND,3393,D,6/25/2020,,,3064,6/25/2020 12:00:00 AM,99444,COVID Tracking Project Historical,2,,755,,96051,38,3,222,,25,31,76
1740,NE,18221,B,6/25/2020,,,12099,6/24/2020 8:00:00 PM,163170,COVID Tracking Project Historical,1,,1869,,144949,31,11,1268,,131,129,257
1486,NH,5598,B,6/25/2020,,,4358,6/24/2020 9:00:00 AM,111566,COVID Tracking Project Historical,4,,1513,160,105968,33,0,558,,49,27,347
20961,NJ,170196,A+,6/25/2020,252,,29740,6/25/2020 1:00:00 PM,1320910,COVID Tracking Project Historical,1877,,21265,,1150714,34,70,19668,210,1182,304,14872
5870,NM,10990,B,6/25/2020,,,4984,6/24/2020 5:50:00 PM,308105,COVID Tracking Project Historical,4,,6022,,297115,35,17,1793,,149,152,480
2666,NV,14859,A+,6/25/2020,98,,682,6/25/2020 11:30:00 AM,255550,COVID Tracking Project Historical,1,,3163,,240691,32,0,,57,467,497,495
66893,NY,390415,A,6/25/2020,270,,70010,6/24/2020 11:59:00 PM,3619594,COVID Tracking Project Historical,18,,67642,,3229179,36,0,89995,167,996,749,24800
18051,OH,47651,B,6/25/2020,206,,,6/25/2020 2:00:00 PM,699630,COVID Tracking Project Historical,17,,18943,1897,651979,39,55,7502,121,624,892,2772
6249,OK,11948,A+,6/25/2020,87,,8507,6/25/2020 8:00:00 AM,304965,COVID Tracking Project Historical,3,,6687,,293017,40,17,1336,,277,438,375
2486,OR,7568,A+,6/25/2020,60,,2649,6/25/2020 3:01:00 AM,216618,COVID Tracking Project Historical,2,,2610,,209050,41,6,1012,29,189,124,197
12814,PA,83770,A+,6/25/2020,,,65340,6/24/2020 12:00:00 AM,704801,COVID Tracking Project Historical,39,,13393,,621031,42,0,,142,704,579,6557
0,PR,6877,C,6/25/2020,12,,,6/25/2020 6:30:00 AM,120157,COVID Tracking Project Historical,2,,57,,113280,72,0,,4,85,57,151
1406,RI,16708,A+,6/25/2020,18,,1588,6/25/2020 3:00:00 AM,148496,COVID Tracking Project Historical,8,,1451,,131788,44,14,1981,17,103,45,920
14025,SC,29022,A,6/25/2020,,,12317,6/24/2020 11:59:00 PM,333358,COVID Tracking Project Historical,10,,15150,,304336,45,0,2377,,881,1125,693
717,SD,6479,B,6/25/2020,,,5592,6/24/2020 6:00:00 PM,75854,COVID Tracking Project Historical,3,,777,,69375,46,3,632,,79,60,87
8446,TN,38034,B,6/25/2020,,,25280,6/25/2020 3:00:00 PM,727549,COVID Tracking Project Historical,11,,9245,,689515,47,45,2431,,741,799,567
23086,TX,131917,B,6/25/2020,,,74496,6/25/2020 5:00:00 PM,1659340,COVID Tracking Project Historical,47,,29082,,1527423,48,0,,,4739,5996,2296
6726,UT,19374,A+,6/25/2020,79,,10642,6/25/2020 10:45:00 AM,312054,COVID Tracking Project Historical,1,160,7316,365,292680,49,34,1290,,230,590,164
15963,VA,59946,A+,6/25/2020,237,303,7818,6/24/2020 5:00:00 PM,592966,COVID Tracking Project Historical,14,,16395,,533020,51,21,8672,104,854,432,1675
61,VI,80,C,6/25/2020,,21,64,6/24/2020 8:29:00 PM,2734,COVID Tracking Project Historical,0,,63,,2654,78,0,,,,2,6
842,VT,1191,B,6/25/2020,,,938,6/25/2020 12:00:00 AM,60709,COVID Tracking Project Historical,0,,849,,59518,50,0,,,15,7,56
7956,WA,29869,B,6/25/2020,,,,6/24/2020 2:59:00 AM,495498,COVID Tracking Project Historical,9,,8439,,465629,53,26,4093,56,304,483,1293
10758,WI,29105,A+,6/25/2020,93,134,20557,6/24/2020 4:00:00 PM,527666,COVID Tracking Project Historical,9,,11222,734,498561,55,27,3326,,249,464,766
1624,WV,2661,B,6/25/2020,5,,1858,6/25/2020 10:00:00 AM,158704,COVID Tracking Project Historical,0,,1656,,156043,54,0,,2,24,32,92
0,WY,1326,B,6/25/2020,,,996,6/25/2020 5:19:00 PM,30195,COVID Tracking Project Historical,0,,47,,28869,56,2,111,,7,47,20
3135,AK,792,A,6/24/2020,,,507,6/24/2020 12:00:00 AM,96096,COVID Tracking Project Historical,0,,3149,,95304,02,0,,2,16,14,12
3754,AL,32064,B,6/24/2020,,,18866,6/24/2020 11:00:00 AM,358759,COVID Tracking Project Historical,27,441,4721,749,326695,01,46,2567,,667,967,891
6677,AR,17375,B,6/24/2020,,,11568,6/24/2020 3:38:00 PM,271866,COVID Tracking Project Historical,3,189,7374,,254491,05,26,1214,58,267,697,240
0,AS,0,C,6/24/2020,,,,6/1/2020 12:00:00 AM,174,COVID Tracking Project Historical,0,,0,,174,60,0,,,,0,0
6875,AZ,59974,A+,6/24/2020,581,,7936,6/24/2020 12:00:00 AM,449188,COVID Tracking Project Historical,79,,8670,,389214,04,58,4313,407,2270,1795,1463
88821,CA,190222,B,6/24/2020,1487,,,6/24/2020 12:00:00 AM,3592899,COVID Tracking Project Historical,52,,95970,,3402677,06,0,,,5399,7149,5632
2770,CO,30893,A,6/24/2020,,,4370,6/23/2020 12:00:00 AM,290834,COVID Tracking Project Historical,17,,2958,,259941,08,23,5366,,238,188,1455
-1608,CT,45913,B,6/24/2020,,,7842,6/23/2020 8:30:00 PM,402350,COVID Tracking Project Historical,10,,-1594,,356437,09,0,10099,,124,14,4287
837,DC,10128,A+,6/24/2020,58,,1182,6/24/2020 12:00:00 AM,84173,COVID Tracking Project Historical,4,,871,,74045,11,0,,36,167,34,541
623,DE,10889,A,6/24/2020,,,6598,6/23/2020 6:00:00 PM,98201,COVID Tracking Project Historical,1,,665,,87312,10,0,,,85,42,505
22079,FL,109014,A,6/24/2020,,1535,,6/23/2020 11:59:00 PM,1668342,COVID Tracking Project Historical,44,,27590,,1559328,12,251,13865,,,5511,3377
10270,GA,69381,A,6/24/2020,,,,6/24/2020 2:50:00 PM,743234,COVID Tracking Project Historical,10,,11973,2206,673853,13,190,10313,,1124,1703,2698
381,GU,231,A,6/24/2020,0,,174,6/24/2020 8:00:00 AM,11038,COVID Tracking Project Historical,0,,387,,10807,66,0,,0,0,6,5
1196,HI,819,D,6/24/2020,,,673,6/23/2020 6:00:00 PM,70539,COVID Tracking Project Historical,0,,1199,,69720,15,5,104,,,3,17
4924,IA,26705,A+,6/24/2020,43,,16858,6/24/2020 12:00:00 AM,269959,COVID Tracking Project Historical,4,,5256,,243254,19,0,,25,140,332,692
1523,ID,4402,A,6/24/2020,11,,3484,6/24/2020 12:00:00 AM,77835,COVID Tracking Project Historical,0,,1671,105,73433,16,5,298,,31,148,89
28616,IL,139540,A,6/24/2020,389,,,6/24/2020 12:00:00 AM,1429841,COVID Tracking Project Historical,63,,29331,,1290301,17,0,,219,1614,715,6974
5238,IN,43140,A+,6/24/2020,263,,32152,6/23/2020 11:59:00 PM,431883,COVID Tracking Project Historical,9,,5507,1446,388743,18,30,6883,89,701,269,2578
6187,KS,12970,A,6/24/2020,,,747,6/24/2020 10:00:00 AM,161705,COVID Tracking Project Historical,2,150,6692,348,148735,20,26,1082,,,505,261
4186,KY,14363,B,6/24/2020,79,,3706,6/24/2020 12:00:00 AM,335702,COVID Tracking Project Historical,1,,4408,992,321339,21,18,2574,,335,222,538
11684,LA,52477,B,6/24/2020,,,39792,6/24/2020 1:00:00 PM,648505,COVID Tracking Project Historical,18,,12566,,596028,22,0,,77,631,882,3152
7258,MA,107611,A+,6/24/2020,181,,91404,6/24/2020 10:00:00 AM,795072,COVID Tracking Project Historical,48,,7430,,687461,25,62,11219,98,939,172,7938
6592,MD,65337,A,6/24/2020,213,,4810,6/24/2020 10:00:00 AM,490457,COVID Tracking Project Historical,16,,6922,,425120,24,37,10648,,544,330,3108
3460,ME,3017,A,6/24/2020,12,,2490,6/23/2020 11:59:00 PM,85190,COVID Tracking Project Historical,1,,3483,,82173,23,0,339,6,26,23,103
15779,MI,68555,A+,6/24/2020,209,,49290,6/24/2020 12:00:00 AM,944805,COVID Tracking Project Historical,5,,16137,,876250,26,0,,124,557,358,6114
9304,MN,33763,A,6/24/2020,160,,29707,6/23/2020 5:00:00 PM,529643,COVID Tracking Project Historical,7,,9598,1203,495880,27,37,3897,,340,294,1432
8925,MO,18868,B,6/24/2020,,,,6/24/2020 3:00:00 PM,327024,COVID Tracking Project Historical,14,,9650,,308156,29,0,,66,546,725,975
0,MP,30,D,6/24/2020,,,19,6/23/2020 11:16:00 PM,8217,COVID Tracking Project Historical,0,,0,,8187,69,0,,,,0,2
7275,MS,23424,A,6/24/2020,157,,17242,6/23/2020 7:00:00 PM,261661,COVID Tracking Project Historical,22,,7801,,238237,28,31,2946,91,767,526,1011
1120,MT,766,C,6/24/2020,,,571,6/24/2020 12:00:00 AM,75066,COVID Tracking Project Historical,0,,1143,,74300,30,2,93,,17,23,21
15736,NC,56174,A,6/24/2020,,,36921,6/24/2020 12:00:00 PM,791285,COVID Tracking Project Historical,15,,17457,,735111,37,0,,,906,1721,1266
1094,ND,3362,D,6/24/2020,,,3044,6/24/2020 12:00:00 AM,98689,COVID Tracking Project Historical,1,,1136,,95327,38,1,219,,27,42,74
2524,NE,18092,B,6/24/2020,,,12099,6/23/2020 8:00:00 PM,161301,COVID Tracking Project Historical,7,,2659,,143209,31,23,1257,,125,135,256
