PEOPLE_NEGATIVE_NEW_COUNT,PROVINCE_STATE_CODE,PEOPLE_POSITIVE_CASES_COUNT,DATA_COMPLETENESS_SCORE_NAME,REPORT_DATE,PEOPLE_IN_INTENSIVE_CARE_CURRENTLY_COUNT,PEOPLE_PENDING_CASES_COUNT,PEOPLE_RECOVERED_COUNT,REPORTED_DATE_TIME,PEOPLE_POSITIVE_NEGATIVE_TEST_RESULTS_COUNT,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,PEOPLE_INTUBATED_CUMULATIVE_COUNT,PEOPLE_TEST_RESULTS_NEW_COUNT,PEOPLE_IN_INTENSIVE_CARE_CUMULATIVE_COUNT,PEOPLE_NEGATIVE_CASES_COUNT,PROVINCE_STATE_FIPS_NUMBER,PEOPLE_HOSPITALIZED_NEW_COUNT,PEOPLE_HOSPITALIZED_CUMULATIVE_COUNT,PEOPLE_INTUBATED_CURRENTLY_COUNT,PEOPLE_HOSPITALIZED_CURRENTLY_COUNT,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
0,MO,9666,B,5/9/2020,,,,5/9/2020 3:00:00 PM,108898,COVID Tracking Project Historical,23,,177,,99232,29,0,,144,855,177,472
0,MP,16,D,5/9/2020,,,12,5/9/2020 12:00:00 AM,2337,COVID Tracking Project Historical,0,,1,,2321,69,0,,,,1,2
0,MS,9378,A,5/9/2020,133,,4421,5/8/2020 7:00:00 PM,81479,COVID Tracking Project Historical,12,,288,,72101,28,34,1512,76,607,288,421
384,MT,458,C,5/9/2020,,,422,5/9/2020 12:00:00 AM,21329,COVID Tracking Project Historical,0,,384,,20871,30,0,62,,4,0,16
7257,NC,14360,B,5/9/2020,,,,5/9/2020 10:45:00 AM,186362,COVID Tracking Project Historical,17,,7749,,172002,37,0,,,513,492,544
1393,ND,1464,C,5/9/2020,,,762,5/9/2020 1:00:00 PM,43933,COVID Tracking Project Historical,0,,1432,,42469,38,6,110,,34,39,24
1923,NE,7831,D,5/9/2020,,,,5/8/2020 6:45:00 PM,42976,COVID Tracking Project Historical,2,,2564,,35145,31,0,,,,641,92
1522,NH,2947,B,5/9/2020,,304,1210,5/8/2020 9:00:00 AM,32298,COVID Tracking Project Historical,7,,1626,97,29351,33,1,309,,112,104,121
4816,NJ,137085,A+,5/9/2020,1416,557,15642,5/9/2020 1:00:00 PM,305206,COVID Tracking Project Historical,164,,6447,,168121,34,0,,1054,4628,1631,9116
4050,NM,4673,C,5/9/2020,,,1189,5/8/2020 6:05:00 AM,93262,COVID Tracking Project Historical,9,,4230,,88589,35,29,789,,201,180,181
2623,NV,6028,D,5/9/2020,,,205,5/9/2020 12:00:00 PM,56111,COVID Tracking Project Historical,6,,2767,,50083,32,0,,,,144,334
29510,NY,333122,B,5/9/2020,2664,,57180,5/9/2020 12:00:00 AM,1153768,COVID Tracking Project Historical,226,,32225,,820646,36,555,83285,2203,7776,2715,21271
11673,OH,23697,B,5/9/2020,368,,,5/9/2020 2:00:00 PM,196670,COVID Tracking Project Historical,25,,12354,1200,172973,39,82,4300,222,929,681,1331
5946,OK,4490,A+,5/9/2020,93,,3154,5/9/2020 12:00:00 AM,95869,COVID Tracking Project Historical,4,,6012,,91379,40,17,822,,177,66,270
1835,OR,3160,A+,5/9/2020,34,,1125,5/9/2020 11:00:00 AM,74620,COVID Tracking Project Historical,3,,1927,,71460,41,3,662,19,139,92,127
5470,PA,55316,C,5/9/2020,,,,5/9/2020 12:00:00 AM,277107,COVID Tracking Project Historical,72,,6548,,221791,42,0,,502,2285,1078,3688
0,PR,2173,C,5/9/2020,,,,5/9/2020 5:51:00 AM,2173,COVID Tracking Project Historical,1,,17,,,72,0,,7,148,17,108
2266,RI,11427,A+,5/9/2020,77,,772,5/9/2020 3:00:00 AM,78031,COVID Tracking Project Historical,19,,2552,,66604,44,31,1218,56,292,286,418
7132,SC,7531,B,5/9/2020,,,4120,5/8/2020 4:30:00 PM,80963,COVID Tracking Project Historical,14,,7521,,73432,45,100,1252,,,389,330
1410,SD,3393,C,5/9/2020,,,2125,5/8/2020 6:00:00 PM,22952,COVID Tracking Project Historical,3,,1659,,19559,46,6,253,,79,249,34
8843,TN,14768,B,5/9/2020,,,7369,5/9/2020 12:00:00 AM,252748,COVID Tracking Project Historical,1,,9170,,237980,47,20,1319,,509,327,242
10925,TX,37860,B,5/9/2020,,,20141,5/9/2020 1:15:00 PM,489294,COVID Tracking Project Historical,45,,12176,,451434,48,0,,,1735,1251,1049
4422,UT,6103,B,5/9/2020,,,2901,5/9/2020 10:32:00 AM,143294,COVID Tracking Project Historical,5,75,4606,166,137191,49,10,498,,172,184,66
6350,VA,23196,A+,5/9/2020,367,501,3124,5/8/2020 5:00:00 PM,137149,COVID Tracking Project Historical,15,,7204,,113953,51,95,4717,198,1593,854,827
0,VI,68,C,5/9/2020,,36,57,5/7/2020 11:58:00 PM,1092,COVID Tracking Project Historical,0,,0,,1024,78,0,,,,0,4
468,VT,926,B,5/9/2020,,,744,5/9/2020 12:00:00 AM,18616,COVID Tracking Project Historical,0,,476,,17690,50,0,,,21,8,53
1943,WA,18275,B,5/9/2020,128,,,5/9/2020 12:00:00 AM,241636,COVID Tracking Project Historical,14,,2094,,223361,53,0,,,393,151,905
4670,WI,11402,A+,5/9/2020,110,204,4875,5/9/2020 12:00:00 AM,113337,COVID Tracking Project Historical,14,,5042,452,101935,55,39,1806,,543,372,398
1536,WV,1335,C,5/9/2020,13,,761,5/9/2020 10:00:00 AM,60997,COVID Tracking Project Historical,2,,1561,,59662,54,0,,7,53,25,53
0,WY,644,C,5/9/2020,,,438,5/8/2020 1:58:00 PM,12047,COVID Tracking Project Historical,0,,9,,11403,56,4,64,,12,9,7
1129,AK,377,C,5/8/2020,,,305,5/8/2020 12:00:00 AM,25473,COVID Tracking Project Historical,0,,1132,,25096,02,0,,,16,3,10
4618,AL,9221,B,5/8/2020,,,,5/8/2020 12:00:00 AM,120114,COVID Tracking Project Historical,26,266,4941,454,110893,01,29,1207,,,323,375
3916,AR,3694,B,5/8/2020,,,2159,5/8/2020 8:15:00 AM,63994,COVID Tracking Project Historical,1,93,3999,,60300,05,4,466,14,70,83,88
0,AS,0,F,5/8/2020,,,,5/3/2020 12:00:00 AM,83,COVID Tracking Project Historical,0,,0,,83,60,0,,,,0,0
4110,AZ,10526,A+,5/8/2020,295,,1747,5/8/2020 12:00:00 AM,101125,COVID Tracking Project Historical,67,,4691,,90599,04,58,2350,197,730,581,517
30500,CA,62512,B,5/8/2020,1342,,,5/8/2020 2:00:00 PM,875272,COVID Tracking Project Historical,81,,32398,,812760,06,0,,,4514,1898,2585
2218,CO,18801,B,5/8/2020,,,2869,5/6/2020 12:00:00 AM,94536,COVID Tracking Project Historical,40,,3189,,75735,08,571,3557,,821,971,961
3740,CT,32411,B,5/8/2020,,,5413,5/7/2020 8:30:00 PM,120541,COVID Tracking Project Historical,77,,4367,,88130,09,0,9389,,1327,627,2874
1014,DC,5899,A+,5/8/2020,130,,825,5/7/2020 12:00:00 AM,27115,COVID Tracking Project Historical,19,,1259,,21216,11,0,,91,447,245,304
766,DE,6111,B,5/8/2020,,,2288,5/7/2020 6:00:00 PM,28264,COVID Tracking Project Historical,12,,938,,22153,10,0,,,289,172,297
20020,FL,39199,C,5/8/2020,,1433,,5/8/2020 10:10:00 AM,513341,COVID Tracking Project Historical,71,,20391,,474142,12,167,7157,,,371,1738
9597,GA,32106,A,5/8/2020,,,,5/8/2020 3:25:00 PM,227567,COVID Tracking Project Historical,41,,10264,1399,195461,13,100,5935,,,667,1377
62,GU,151,D,5/8/2020,,,122,5/8/2020 12:00:00 AM,3777,COVID Tracking Project Historical,0,,62,,3626,66,0,,,,0,5
1074,HI,629,B,5/8/2020,,,565,5/7/2020 12:00:00 AM,36618,COVID Tracking Project Historical,0,,1077,,35989,15,0,74,,,3,17
3436,IA,11457,A+,5/8/2020,164,,4685,5/7/2020 12:00:00 AM,70261,COVID Tracking Project Historical,12,,3834,,58804,19,0,,109,407,398,243
360,ID,2178,B,5/8/2020,,,1420,5/7/2020 7:00:00 PM,31270,COVID Tracking Project Historical,1,,380,86,29092,16,1,206,,16,20,67
17784,IL,73760,A,5/8/2020,1222,,,5/8/2020 12:00:00 AM,399714,COVID Tracking Project Historical,130,,20671,,325954,17,0,,727,4750,2887,3241
4703,IN,23146,A+,5/8/2020,481,,,5/7/2020 11:59:00 PM,130128,COVID Tracking Project Historical,33,,5346,990,106982,18,4389,4389,219,1379,643,1447
2529,KS,6501,A,5/8/2020,,,332,5/8/2020 10:00:00 AM,47708,COVID Tracking Project Historical,5,99,2886,223,41207,20,21,608,,,357,152
2600,KY,6129,A,5/8/2020,199,,2177,5/7/2020 5:00:00 PM,81401,COVID Tracking Project Historical,11,,2795,714,75272,21,68,1684,,356,195,294
1446,LA,30855,B,5/8/2020,,,20316,5/8/2020 1:00:00 PM,202416,COVID Tracking Project Historical,19,,1649,,171561,22,0,,185,1359,203,2227
12779,MA,75333,A,5/8/2020,826,,,5/8/2020 10:00:00 AM,366023,COVID Tracking Project Historical,150,,14391,,290690,25,197,7434,,3349,1612,4702
2476,MD,30485,A,5/8/2020,571,,2041,5/8/2020 10:00:00 AM,152187,COVID Tracking Project Historical,63,,3587,,121702,24,148,5811,,1674,1111,1643
0,ME,1374,B,5/8/2020,23,,836,5/8/2020 12:00:00 PM,23466,COVID Tracking Project Historical,1,,44,,22092,23,2,194,10,44,44,63
11958,MI,52349,A+,5/8/2020,725,,15659,5/8/2020 11:00:00 AM,300491,COVID Tracking Project Historical,62,,12576,,248142,26,0,,570,1637,618,4987
4164,MN,13040,A,5/8/2020,198,,5163,5/7/2020 5:00:00 PM,114448,COVID Tracking Project Historical,26,,4876,540,101408,27,90,1549,,473,712,534
4951,MO,9489,B,5/8/2020,,,,5/8/2020 3:00:00 PM,108721,COVID Tracking Project Historical,31,,5099,,99232,29,0,,143,832,148,449
538,MP,15,D,5/8/2020,,,12,5/8/2020 12:00:00 AM,2336,COVID Tracking Project Historical,0,,538,,2321,69,0,,,,0,2
0,MS,9090,A,5/8/2020,123,,4421,5/7/2020 7:00:00 PM,81191,COVID Tracking Project Historical,13,,404,,72101,28,36,1478,58,632,404,409
696,MT,458,C,5/8/2020,,,420,5/8/2020 12:00:00 AM,20945,COVID Tracking Project Historical,0,,698,,20487,30,0,62,,6,2,16
6814,NC,13868,B,5/8/2020,,,,5/8/2020 11:00:00 AM,178613,COVID Tracking Project Historical,20,,7285,,164745,37,0,,,515,471,527
1580,ND,1425,C,5/8/2020,,,714,5/8/2020 1:00:00 PM,42501,COVID Tracking Project Historical,1,,1634,,41076,38,2,104,,33,54,24
2235,NE,7190,D,5/8/2020,,,,5/7/2020 5:45:00 PM,40412,COVID Tracking Project Historical,4,,2654,,33222,31,0,,,,419,90
1763,NH,2843,B,5/8/2020,,532,1165,5/7/2020 9:00:00 AM,30672,COVID Tracking Project Historical,3,,1866,97,27829,33,1,308,,113,103,114
4282,NJ,135454,A+,5/8/2020,1439,553,15642,5/8/2020 1:00:00 PM,298759,COVID Tracking Project Historical,151,,6101,,163305,34,0,,1089,4605,1819,8952
3146,NM,4493,C,5/8/2020,,,1125,5/7/2020 6:09:00 AM,89032,COVID Tracking Project Historical,3,,3348,,84539,35,73,760,,197,202,172
1869,NV,5884,D,5/8/2020,,,205,5/8/2020 12:50:00 PM,53344,COVID Tracking Project Historical,8,,1987,,47460,32,0,,,,118,328
28869,NY,330407,B,5/8/2020,2811,,56378,5/8/2020 12:00:00 AM,1121543,COVID Tracking Project Historical,217,,31627,,791136,36,533,82730,2295,8196,2758,21045
7372,OH,23016,B,5/8/2020,393,,,5/8/2020 2:00:00 PM,184316,COVID Tracking Project Historical,35,,8257,1188,161300,39,78,4218,274,1060,885,1306
2876,OK,4424,A+,5/8/2020,96,,3064,5/8/2020 12:00:00 AM,89857,COVID Tracking Project Historical,6,,2970,,85433,40,0,805,,228,94,266
2156,OR,3068,A+,5/8/2020,42,,1125,5/8/2020 11:00:00 AM,72693,COVID Tracking Project Historical,3,,2235,,69625,41,14,659,18,159,79,124
6448,PA,54238,C,5/8/2020,,,,5/8/2020 12:00:00 AM,270559,COVID Tracking Project Historical,200,,7771,,216321,42,0,,517,2342,1323,3616
0,PR,2156,C,5/8/2020,,,,5/8/2020 6:00:00 AM,2156,COVID Tracking Project Historical,5,,125,,,72,0,,10,161,125,107
1691,RI,11141,A+,5/8/2020,71,,730,5/8/2020 3:00:00 AM,75479,COVID Tracking Project Historical,11,,1922,,64338,44,34,1187,52,312,231,399
-4246,SC,7142,B,5/8/2020,,,3816,5/7/2020 4:13:00 PM,73442,COVID Tracking Project Historical,11,,-4040,,66300,45,0,1152,,,206,316
940,SD,3144,C,5/8/2020,,,2069,5/7/2020 6:00:00 PM,21293,COVID Tracking Project Historical,0,,1179,,18149,46,11,247,,76,239,31
6905,TN,14441,B,5/8/2020,,,7011,5/8/2020 12:00:00 AM,243578,COVID Tracking Project Historical,4,,7250,,229137,47,33,1299,,550,345,241
20737,TX,36609,B,5/8/2020,,,19197,5/8/2020 1:00:00 PM,477118,COVID Tracking Project Historical,31,,21956,,440509,48,0,,,1734,1219,1004
3950,UT,5919,B,5/8/2020,,,2769,5/8/2020 3:00:00 PM,138688,COVID Tracking Project Historical,0,73,4145,162,132769,49,12,488,,216,195,61
6021,VA,22342,A+,5/8/2020,378,549,2997,5/7/2020 5:00:00 PM,129945,COVID Tracking Project Historical,43,,6793,,107603,51,184,4622,199,1625,772,812
34,VI,68,C,5/8/2020,,36,57,5/7/2020 11:58:00 AM,1092,COVID Tracking Project Historical,0,,36,,1024,78,0,,,,2,4
532,VT,918,B,5/8/2020,,,737,5/8/2020 12:00:00 AM,18140,COVID Tracking Project Historical,0,,534,,17222,50,0,,,15,2,53
4965,WA,18124,B,5/8/2020,122,,,5/8/2020 12:00:00 AM,239542,COVID Tracking Project Historical,21,,5175,,221418,53,0,,,393,210,891
4230,WI,11030,A+,5/8/2020,110,204,4694,5/8/2020 12:00:00 AM,108295,COVID Tracking Project Historical,10,,4639,441,97265,55,35,1767,,552,409,384
1892,WV,1310,C,5/8/2020,19,,761,5/8/2020 10:00:00 AM,59436,COVID Tracking Project Historical,0,,1915,,58126,54,0,,11,65,23,51
0,WY,635,C,5/8/2020,,,428,5/7/2020 4:28:00 AM,12038,COVID Tracking Project Historical,0,,4,,11403,56,1,60,,9,4,7
684,AK,374,C,5/7/2020,,,291,5/7/2020 12:00:00 AM,24341,COVID Tracking Project Historical,0,,686,,23967,02,0,,,12,2,10
5340,AL,8898,B,5/7/2020,,,,5/7/2020 12:00:00 AM,115173,COVID Tracking Project Historical,9,266,5657,448,106275,01,20,1178,,,317,349
949,AR,3611,B,5/7/2020,,,2123,5/7/2020 9:43:00 AM,59995,COVID Tracking Project Historical,2,93,992,,56384,05,9,462,14,69,43,87
0,AS,0,F,5/7/2020,,,,5/3/2020 12:00:00 AM,83,COVID Tracking Project Historical,0,,0,,83,60,0,,,,0,0
4459,AZ,9945,A+,5/7/2020,288,,1722,5/7/2020 12:00:00 AM,96434,COVID Tracking Project Historical,24,,4697,,86489,04,48,2292,196,766,238,450
32039,CA,60614,B,5/7/2020,1374,,,5/7/2020 2:00:00 PM,842874,COVID Tracking Project Historical,92,,33838,,782260,06,0,,,4560,1799,2504
4905,CO,17830,B,5/7/2020,,,2869,5/5/2020 12:00:00 AM,91347,COVID Tracking Project Historical,18,,5371,,73517,08,67,2986,,798,466,921
3938,CT,31784,B,5/7/2020,,,5413,5/6/2020 8:30:00 PM,116174,COVID Tracking Project Historical,79,,4727,,84390,09,1631,9389,,1385,789,2797
679,DC,5654,A+,5/7/2020,130,,825,5/6/2020 12:00:00 AM,25856,COVID Tracking Project Historical,8,,872,,20202,11,0,,91,447,193,285
697,DE,5939,B,5/7/2020,,,2110,5/6/2020 6:00:00 PM,27326,COVID Tracking Project Historical,16,,858,,21387,10,0,,,285,161,285
12073,FL,38828,C,5/7/2020,,1499,,5/7/2020 2:40:00 PM,492950,COVID Tracking Project Historical,62,,12899,,454122,12,214,6990,,,826,1667
12423,GA,31439,A,5/7/2020,,,,5/7/2020 2:29:00 PM,217303,COVID Tracking Project Historical,25,,13166,1374,185864,13,70,5835,,,743,1336
88,GU,151,F,5/7/2020,,,123,5/7/2020 12:00:00 AM,3715,COVID Tracking Project Historical,0,,88,,3564,66,0,,,,0,5
341,HI,626,B,5/7/2020,,,558,5/6/2020 6:00:00 PM,35541,COVID Tracking Project Historical,0,,342,,34915,15,1,74,,,1,17
2601,IA,11059,A+,5/7/2020,151,,4266,5/6/2020 12:00:00 PM,66427,COVID Tracking Project Historical,12,,3256,,55368,19,0,,107,417,655,231
314,ID,2158,B,5/7/2020,,,1399,5/6/2020 7:00:00 PM,30890,COVID Tracking Project Historical,1,,345,86,28732,16,2,205,,22,31,66
15142,IL,70873,A,5/7/2020,1253,,,5/7/2020 12:00:00 AM,379043,COVID Tracking Project Historical,137,,17783,,308170,17,0,,766,4862,2641,3111
3653,IN,22503,A+,5/7/2020,487,,,5/6/2020 11:59:00 PM,124782,COVID Tracking Project Historical,37,,4286,,102279,18,0,,228,1457,633,1414
2298,KS,6144,A,5/7/2020,,,323,5/7/2020 10:00:00 AM,44822,COVID Tracking Project Historical,3,97,2708,218,38678,20,16,587,,,410,147
17480,KY,5934,A,5/7/2020,190,,2125,5/6/2020 5:00:00 PM,78606,COVID Tracking Project Historical,8,,17592,693,72672,21,13,1616,,351,112,283
5842,LA,30652,B,5/7/2020,,,20316,5/7/2020 1:00:00 PM,200767,COVID Tracking Project Historical,93,,6095,,170115,22,0,,189,1432,253,2208
10297,MA,73721,A,5/7/2020,852,,,5/7/2020 12:00:00 PM,351632,COVID Tracking Project Historical,132,,11993,,277911,25,157,7237,,3436,1696,4552
3377,MD,29374,A,5/7/2020,584,,2029,5/7/2020 10:00:00 AM,148600,COVID Tracking Project Historical,60,,4588,,119226,24,166,5663,,1683,1211,1580
0,ME,1330,B,5/7/2020,16,,787,5/7/2020 11:45:00 AM,23422,COVID Tracking Project Historical,0,,76,,22092,23,1,192,11,39,76,62
11621,MI,51731,A+,5/7/2020,753,,15659,5/7/2020 11:00:00 AM,287915,COVID Tracking Project Historical,86,,12221,,236184,26,0,,612,1697,600,4925
4197,MN,12328,A,5/7/2020,182,,4800,5/6/2020 5:00:00 PM,109572,COVID Tracking Project Historical,23,,5015,512,97244,27,54,1459,,435,818,508
2636,MO,9341,B,5/7/2020,,,,5/7/2020 3:00:00 PM,103622,COVID Tracking Project Historical,22,,2875,,94281,29,0,,141,917,239,418
0,MP,15,D,5/7/2020,,,12,5/6/2020 12:00:00 AM,1798,COVID Tracking Project Historical,0,,0,,1783,69,0,,,,0,2
0,MS,8686,A,5/7/2020,139,,4421,5/6/2020 7:00:00 PM,80787,COVID Tracking Project Historical,22,,262,,72101,28,50,1442,71,650,262,396
543,MT,456,C,5/7/2020,,,417,5/7/2020 12:00:00 AM,20247,COVID Tracking Project Historical,0,,543,,19791,30,0,62,,6,0,16
6207,NC,13397,B,5/7/2020,,,,5/7/2020 11:00:00 AM,171328,COVID Tracking Project Historical,30,,6846,,157931,37,0,,,525,639,507
2187,ND,1371,C,5/7/2020,,,601,5/7/2020 1:00:00 PM,40867,COVID Tracking Project Historical,1,,2235,,39496,38,5,102,,35,48,23
1297,NE,6771,D,5/7/2020,,,,5/6/2020 5:45:00 PM,37758,COVID Tracking Project Historical,4,,1630,,30987,31,0,,,,333,86
969,NH,2740,B,5/7/2020,,345,1110,5/6/2020 9:00:00 AM,28806,COVID Tracking Project Historical,19,,1073,82,26066,33,12,307,,113,104,111
1993,NJ,133635,A+,5/7/2020,1470,552,15642,5/7/2020 1:00:00 PM,292658,COVID Tracking Project Historical,252,,3738,,159023,34,0,,1107,4996,1745,8801
2280,NM,4291,C,5/7/2020,,,1073,5/6/2020 6:01:00 AM,85684,COVID Tracking Project Historical,7,,2433,,81393,35,0,687,,193,153,169
1979,NV,5766,D,5/7/2020,,,205,5/7/2020 12:40:00 PM,51357,COVID Tracking Project Historical,9,,2082,,45591,32,0,,,,103,320
30324,NY,327649,B,5/7/2020,2976,,55547,5/7/2020 12:00:00 AM,1089916,COVID Tracking Project Historical,951,,33995,,762267,36,627,82197,2425,8665,3671,20828
6575,OH,22131,B,5/7/2020,418,,,5/7/2020 2:00:00 PM,176059,COVID Tracking Project Historical,46,,7130,1167,153928,39,88,4140,279,1057,555,1271
3868,OK,4330,A+,5/7/2020,97,,2985,5/7/2020 12:00:00 AM,86887,COVID Tracking Project Historical,7,,3997,,82557,40,32,805,,223,129,260
2409,OR,2989,A+,5/7/2020,48,,1125,5/7/2020 11:00:00 AM,70458,COVID Tracking Project Historical,6,,2482,,67469,41,4,645,23,171,73,121
5378,PA,52915,C,5/7/2020,,,,5/7/2020 12:00:00 AM,262788,COVID Tracking Project Historical,310,,6448,,209873,42,0,,539,2420,1070,3416
0,PR,2031,D,5/7/2020,,,,5/7/2020 6:00:00 AM,2031,COVID Tracking Project Historical,3,,63,,,72,0,,,164,63,102
1929,RI,10910,A+,5/7/2020,82,,696,5/7/2020 3:00:00 AM,73557,COVID Tracking Project Historical,18,,2200,,62647,44,30,1153,56,318,271,388
0,SC,6936,B,5/7/2020,,,3816,5/6/2020 4:20:00 PM,77482,COVID Tracking Project Historical,0,,0,,70546,45,0,1152,,,0,305
572,SD,2905,C,5/7/2020,,,2028,5/6/2020 6:00:00 PM,20114,COVID Tracking Project Historical,2,,698,,17209,46,6,236,,70,126,31
9069,TN,14096,B,5/7/2020,,,6783,5/7/2020 3:00:00 PM,236328,COVID Tracking Project Historical,-2,,9227,,222232,47,45,1266,,558,158,237
15256,TX,35390,B,5/7/2020,,,18440,5/7/2020 1:00:00 PM,455162,COVID Tracking Project Historical,25,,16224,,419772,48,0,,,1750,968,973
3412,UT,5724,B,5/7/2020,,,2640,5/7/2020 3:00:00 PM,134543,COVID Tracking Project Historical,3,73,3541,159,128819,49,12,476,,194,129,61
8130,VA,21570,A+,5/7/2020,371,519,2825,5/6/2020 5:00:00 PM,123152,COVID Tracking Project Historical,56,,9444,,101582,51,325,4438,203,1613,1314,769
0,VI,66,C,5/7/2020,,37,54,5/6/2020 9:46:00 AM,1056,COVID Tracking Project Historical,0,,0,,990,78,0,,,,0,4
409,VT,916,B,5/7/2020,2,,718,5/7/2020 12:00:00 AM,17606,COVID Tracking Project Historical,1,,411,,16690,50,0,,0,14,2,53
4388,WA,17914,B,5/7/2020,144,,,5/7/2020 12:00:00 AM,234367,COVID Tracking Project Historical,8,,4584,,216453,53,0,,,358,196,870
5209,WI,10621,A+,5/7/2020,108,219,4520,5/7/2020 12:00:00 AM,103656,COVID Tracking Project Historical,12,,5568,435,93035,55,38,1732,,624,359,374
1698,WV,1287,C,5/7/2020,22,,716,5/7/2020 10:00:00 AM,57521,COVID Tracking Project Historical,1,,1737,,56234,54,0,,12,76,39,51
0,WY,631,C,5/7/2020,,,416,5/6/2020 3:27:00 PM,12034,COVID Tracking Project Historical,0,,27,,11403,56,-1,59,,11,27,7
962,AK,372,C,5/6/2020,,,284,5/6/2020 12:00:00 AM,23655,COVID Tracking Project Historical,1,,963,,23283,02,0,,,8,1,10
2454,AL,8581,B,5/6/2020,,,,5/6/2020 12:00:00 AM,109516,COVID Tracking Project Historical,27,264,2750,442,100935,01,51,1158,,,296,340
4296,AR,3568,B,5/6/2020,,,2109,5/6/2020 2:42:00 PM,59003,COVID Tracking Project Historical,2,89,4368,,55435,05,0,453,14,69,72,85
0,AS,0,F,5/6/2020,,,,5/3/2020 12:00:00 AM,83,COVID Tracking Project Historical,0,,0,,83,60,0,,,,0,0
3075,AZ,9707,A+,5/6/2020,286,,1693,5/6/2020 12:00:00 AM,91737,COVID Tracking Project Historical,31,,3477,,82030,04,52,2244,193,754,402,426
26531,CA,58815,B,5/6/2020,1415,,,5/5/2020 2:00:00 PM,809036,COVID Tracking Project Historical,95,,29134,,750221,06,0,,,4681,2603,2412
515,CO,17364,B,5/6/2020,,,2801,5/4/2020 12:00:00 AM,85976,COVID Tracking Project Historical,52,,972,,68612,08,81,2919,,792,457,903
2430,CT,30995,B,5/6/2020,,,4346,5/5/2020 8:30:00 PM,111447,COVID Tracking Project Historical,85,,2804,,80452,09,0,7758,,1445,374,2718
516,DC,5461,A+,5/6/2020,130,,808,5/5/2020 12:00:00 AM,24984,COVID Tracking Project Historical,13,,655,,19523,11,0,,91,447,139,277
1381,DE,5778,B,5/6/2020,,,2008,5/5/2020 6:00:00 PM,26468,COVID Tracking Project Historical,3,,1788,,20690,10,0,,,299,407,269
13797,FL,38002,C,5/6/2020,,1351,,5/6/2020 9:45:00 AM,480051,COVID Tracking Project Historical,69,,14360,,442049,12,230,6776,,,563,1605
2269,GA,30696,A,5/6/2020,,,,5/6/2020 3:25:00 PM,204137,COVID Tracking Project Historical,23,,3254,1343,173441,13,131,5765,,,985,1311
135,GU,151,F,5/6/2020,,,123,5/6/2020 12:00:00 AM,3627,COVID Tracking Project Historical,0,,137,,3476,66,0,,,,2,5
1196,HI,625,B,5/6/2020,,,551,5/5/2020 6:00:00 PM,35199,COVID Tracking Project Historical,0,,1200,,34574,15,0,73,,,4,17
2309,IA,10404,B,5/6/2020,151,,3803,5/5/2020 12:00:00 PM,63171,COVID Tracking Project Historical,12,,2602,,52767,19,0,,103,414,293,219
216,ID,2127,C,5/6/2020,,,1379,5/4/2020 7:00:00 PM,30545,COVID Tracking Project Historical,1,,237,84,28418,16,2,203,,22,21,65
12704,IL,68232,A,5/6/2020,1231,,,5/6/2020 12:00:00 AM,361260,COVID Tracking Project Historical,136,,14974,,293028,17,0,,780,4832,2270,2974
3825,IN,21870,A+,5/6/2020,526,,,5/5/2020 11:59:00 PM,120496,COVID Tracking Project Historical,51,,4662,,98626,18,0,,281,1558,837,1377
1746,KS,5734,A,5/6/2020,,,318,5/6/2020 10:00:00 AM,42114,COVID Tracking Project Historical,7,96,2022,213,36380,20,5,571,,,276,144
390,KY,5822,A,5/6/2020,189,,2058,5/5/2020 5:00:00 PM,61014,COVID Tracking Project Historical,14,,967,685,55192,21,74,1603,,347,577,275
6038,LA,30399,B,5/6/2020,,,20316,5/6/2020 4:30:00 PM,194672,COVID Tracking Project Historical,0,,6441,,164273,22,0,,187,1465,403,2115
4536,MA,72025,A,5/6/2020,922,,,5/6/2020 12:00:00 PM,339639,COVID Tracking Project Historical,208,,6290,,267614,25,249,7080,,3564,1754,4420
2863,MD,28163,A,5/6/2020,584,,1903,5/6/2020 10:00:00 AM,144012,COVID Tracking Project Historical,44,,3909,,115849,24,160,5497,,1707,1046,1520
2546,ME,1254,B,5/6/2020,18,,766,5/6/2020 12:30:00 PM,23346,COVID Tracking Project Historical,1,,2574,,22092,23,4,191,12,37,28,62
11472,MI,51131,A+,5/6/2020,794,,15659,5/6/2020 11:00:00 AM,275694,COVID Tracking Project Historical,58,,12106,,224563,26,0,,617,1818,634,4839
3845,MN,11510,A,5/6/2020,180,,4520,5/5/2020 5:00:00 PM,104557,COVID Tracking Project Historical,30,,4479,488,93047,27,55,1405,,443,634,485
5495,MO,9102,B,5/6/2020,,,,5/6/2020 3:00:00 PM,100747,COVID Tracking Project Historical,19,,5681,,91645,29,0,,134,953,186,396
0,MP,15,D,5/6/2020,,,12,5/6/2020 12:00:00 AM,1798,COVID Tracking Project Historical,0,,1,,1783,69,0,,,,1,2
0,MS,8424,B,5/6/2020,144,,4421,5/5/2020 7:00:00 PM,80525,COVID Tracking Project Historical,32,,217,,72101,28,40,1392,79,618,217,374
